node_id,grau,clustering,closeness,betweenness,eigenvector,page_rank
A_6,16,0.4666666666666667,0.10295747248146962,0.00045062218806957486,5.944687103112251e-07,6.983765369236207e-05
A_7,16,0.5333333333333333,0.10145431603468358,2.7133981635410994e-05,4.720594112789958e-07,7.25238705166788e-05
A_8,20,0.3684210526315789,0.10466717290986924,0.00025891605548197154,5.414009592392592e-07,8.47630604914439e-05
A_9,18,0.43790849673202614,0.10874144971260631,0.00018652849303287826,8.394878833000325e-07,7.296919537682099e-05
A_10,22,0.37662337662337664,0.10897385774233065,0.0001930537859017468,1.5526455641045398e-06,9.011814400437546e-05
A_11,23,0.3557312252964427,0.10928052414225722,0.00031164247608338354,1.6488801157921911e-06,9.10301217052794e-05
A_12,19,0.4152046783625731,0.1115835920611339,0.0011020609851911838,1.21945261813826e-06,7.749406268002797e-05
A_13,23,0.3241106719367589,0.1158621071883833,0.0008534561622272399,3.821247982121914e-06,8.354029872760995e-05
A_14,24,0.3333333333333333,0.11021096749817677,0.00034714052430538585,2.7441900744652533e-06,8.81338853931208e-05
A_15,24,0.3115942028985507,0.1147911556905956,0.0007482316840870826,4.3268059597543615e-06,8.662986952557864e-05
A_16,23,0.3438735177865613,0.10973273260137352,0.0005054920193275875,2.8435572129915003e-06,8.33556432235872e-05
A_17,20,0.4105263157894737,0.10616615176266453,0.0002211105328054273,1.5355889316383587e-06,7.414859671175765e-05
A_18,22,0.35064935064935066,0.1043389289101103,0.0003365352215725425,1.4772142139764958e-06,8.462117408649335e-05
A_19,23,0.33992094861660077,0.10626329032422037,0.00038367716592785405,1.5178659069271833e-06,8.792816616992315e-05
A_20,24,0.322463768115942,0.10427300689999168,0.000297498548420781,1.41046464284556e-06,9.053789063046078e-05
A_21,24,0.322463768115942,0.10134692921147677,0.00041892173166508507,6.880086727384597e-07,8.873257003978868e-05
A_22,19,0.4269005847953216,0.09775010325989542,0.0001931308454834599,5.436419690464248e-07,7.65364935229908e-05
A_23,20,0.39473684210526316,0.10161129608476924,0.0002102022786806844,7.064582538587165e-07,8.074395392996774e-05
A_24,21,0.3761904761904762,0.1012618372932258,0.00019706258440190612,6.290609597405522e-07,8.270609946080273e-05
A_25,25,0.2966666666666667,0.10102368736861606,0.0011058049399589747,6.430679003935801e-07,9.405879209391785e-05
A_26,24,0.3115942028985507,0.09580440411539608,0.0005480565755411953,3.519856768109417e-07,9.501818641207153e-05
A_27,24,0.3188405797101449,0.09743195376584639,0.0008121143392832379,3.94127983012519e-07,9.454604510380959e-05
A_28,23,0.33201581027667987,0.10270456164484512,0.0005218711185903561,8.261485169271266e-07,9.352379472572114e-05
A_29,24,0.3188405797101449,0.10087906254775328,0.00032433457564972766,6.110287386474842e-07,9.866717735604902e-05
A_30,22,0.341991341991342,0.09952708171329726,0.002352164742787653,4.0400322253288977e-07,8.321555543952053e-05
A_31,22,0.341991341991342,0.10299720808014452,0.0006323095556812029,5.863593488078228e-07,9.087747834174125e-05
A_32,25,0.30333333333333334,0.10638767080297543,0.0021874454774353587,1.1507809132671e-06,0.00010116956520796877
A_33,24,0.32608695652173914,0.10165494213375693,0.0002813676081497831,5.552780653912448e-07,9.326880943957288e-05
A_34,27,0.28774928774928776,0.1016244683005874,0.0006296402026752188,7.462690484538236e-07,0.00010455219091689983
A_35,23,0.3359683794466403,0.10867926490083439,0.0009385479449907983,1.2728664047443e-06,8.778350001098444e-05
A_36,23,0.3438735177865613,0.10858988122034838,0.0005408436764914298,1.439107486898193e-06,9.048341091840115e-05
A_37,18,0.4444444444444444,0.10909138349409012,0.00021838884810943717,1.5012806089463608e-06,7.372418580810932e-05
A_38,20,0.3736842105263158,0.11604648150546787,0.0016290488235790053,4.640766862789145e-06,8.055177507087981e-05
A_39,19,0.4152046783625731,0.11423393229569859,0.002191147932506276,3.2801621523056466e-06,7.38847726035444e-05
